,SPP1+ macrophages,AT2,MUC5B+ club,Monocyte-derived macrophage,CD4+ T Cells,EC Arterial,Dendritic cells,Fibrotic fibroblast,Alveolar macrophages,Smooth muscle cells,Mast cells,KRT5-/KRT17+ cells,EC Venous,SCGB3A2+/SCGB1A1+ club,Plasma cells,Goblet,Ciliated,Pericyte,EC General capillary
FILIP1L,0.0007130719604901969,0.0006751324399374425,0.0007196727674454451,0.0006974772550165653,0.0,0.0007006867090240121,0.0006910908268764615,0.0006876515690237284,0.0,0.0006969854002818465,0.0006936226855032146,0.0006817585090175271,0.0,0.0007238885154947639,0.0,0.0,0.0,0.0006669748108834028,0.0
DDB2,0.0,0.0007155558560043573,0.000692154630087316,0.0007069606799632311,0.0006795460358262062,0.0,0.0007090261206030846,0.0006882130983285606,0.0,0.0007041878416202962,0.0,0.0006989755784161389,0.0007099329959601164,0.0,0.0,0.0007172953919507563,0.0,0.0,0.0007029772968962789
MVK,0.0,0.0006908036884851754,0.0006912574172019958,0.0,0.0006899904110468924,0.0,0.0007088694837875664,0.0007038796902634203,0.0006658672937192023,0.0,0.0007155942148528993,0.0006813683430664241,0.0,0.0,0.0,0.000738108588848263,0.0007274788222275674,0.0,0.0
PPM1D,0.0007011916604824364,0.0007031115237623453,0.0007084914250299335,0.0,0.0006840710411779583,0.0,0.0,0.0006969103706069291,0.0,0.0,0.0,0.0,0.0007071268046274781,0.0,0.0,0.0,0.0,0.0,0.0006907436763867736
IQGAP2,0.0007161967805586755,0.0006959524471312761,0.0,0.00070330617018044,0.0006757226656191051,0.0007156656356528401,0.0006991830305196345,0.0006936978315934539,0.000691019173245877,0.0,0.0007142936228774488,0.0,0.0,0.0007399664027616382,0.0,0.0007132095634005964,0.0007169286836870015,0.0,0.0
MATK,0.0,0.0,0.0007120753871276975,0.0006968957604840398,0.0006909802323207259,0.0007163026020862162,0.000707299099303782,0.0007054497255012393,0.0006763179553672671,0.0,0.0007299559656530619,0.0,0.0007160289096646011,0.0,0.0007953247986733913,0.0007315878174267709,0.0,0.0,0.0007103738025762141
CTNNB1,0.0,0.0,0.0006962312618270516,0.0,0.0006762458942830563,0.0007174868951551616,0.0,0.0,0.0006890877848491073,0.0,0.0,0.0007116663618944585,0.0007183993002399802,0.0007263287552632391,0.0,0.0007360656745731831,0.0,0.0007156600477173924,0.0
SOD1,0.0,0.000727238948456943,0.0,0.000718704191967845,0.0006955531425774097,0.0008285878575406969,0.0,0.0006890051881782711,0.0006559498142451048,0.0,0.0,0.0007141545065678656,0.0,0.0,0.0,0.0007429386023432016,0.0007082168594934046,0.0,0.0
PEX19,0.0,0.0007132181781344116,0.0,0.0,0.0006983050261624157,0.0007170969620347023,0.0,0.000705182843375951,0.0007203117129392922,0.0,0.0,0.0007329632062464952,0.0007027533720247447,0.0,0.0007832837873138487,0.000731513078790158,0.000694472691975534,0.0006800093688070774,0.0
GADD45A,0.0,0.0007179239764809608,0.0,0.0007288515917025506,0.0006715104100294411,0.0007554713520221412,0.0,0.0007008706452324986,0.0,0.0,0.0,0.0007333536050282419,0.0,0.0,0.0007790394593030214,0.0007413743296638131,0.0,0.0006881005247123539,0.0
PIGF,0.0,0.0007153574842959642,0.0,0.0007455333252437413,0.0007095736218616366,0.0,0.0,0.0007367532816715539,0.0007322230376303196,0.0,0.0007371777901425958,0.000698605552315712,0.0007286914624273777,0.0008289238321594894,0.0,0.0,0.0,0.000711978180333972,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007563800318166614,0.0,0.0,0.0,0.0,0.0,0.0
CDK6,0.0007818796439096332,0.0,0.0007492708973586559,0.0007820038008503616,0.0007436683517880738,0.0,0.0,0.000754815002437681,0.0007802126347087324,0.0,0.000780330563429743,0.0007569354493170977,0.0007649960462003946,0.0,0.0,0.0,0.0,0.0,0.0
CRYAB,0.0,0.0007850828696973622,0.0,0.000777034554630518,0.0007509607239626348,0.0007702819420956075,0.0,0.0007585081038996577,0.0007613676716573536,0.0007827617228031158,0.0,0.0007132953614927828,0.0,0.0007955600740388036,0.0007467753603123128,0.0,0.0,0.0,0.0
G6PD,0.0,0.0,0.0007486265385523438,0.0007683441508561373,0.0007598897791467607,0.0008966072928160429,0.0,0.000770978513173759,0.0007647423190064728,0.0,0.0007860984187573195,0.0007111745071597397,0.0,0.0008572780643589795,0.0,0.0007862611091695726,0.0,0.0,0.0
CDKN2D,0.0,0.0007835963042452931,0.0,0.0008172257803380489,0.0007717703701928258,0.0,0.0007860730984248221,0.0007939552306197584,0.0007649592589586973,0.0,0.0007878817850723863,0.0007607268635183573,0.0,0.0,0.00076620455365628,0.0008105211891233921,0.0007789836963638663,0.0007503117667511106,0.0
ISG15,0.0007927642436698079,0.0007719326531514525,0.0007489097188226879,0.0007890784181654453,0.0,0.0008035785867832601,0.0007925902027636766,0.0,0.0007340656593441963,0.0007923915982246399,0.0,0.0008039085660129786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,0.0007660632254555821,0.0007634914945811033,0.0007786306669004261,0.0007703104638494551,0.0,0.000779255002271384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008491536718793213,0.0008416756754741073,0.0,0.0007630513864569366,0.0,0.0
EDN1,0.0008071040501818061,0.0007668423932045698,0.0,0.0,0.0,0.0008203256875276566,0.0,0.0007804706692695618,0.0,0.0,0.0008098352700471878,0.0007787501090206206,0.0008105885935947299,0.0,0.000840606982819736,0.0,0.0,0.0,0.0
CXCL2,0.0,0.0008016083156690001,0.000804091920144856,0.0,0.0008099332335405052,0.0008308747783303261,0.0,0.0008157184929586947,0.0,0.0,0.0,0.000833113444969058,0.0,0.0,0.0007809559465385973,0.0,0.0,0.0,0.0
PRPF19,0.0,0.0008305934024974704,0.0,0.0007837307639420033,0.0007942701922729611,0.0,0.0,0.0008154712850227952,0.0,0.0008039596141315997,0.0007796889985911548,0.0007778750150464475,0.0008247095393016934,0.0008664227207191288,0.0008604855975136161,0.0008428663131780922,0.0008284258656203747,0.0,0.0
GDF15,0.0,0.0008143392042256892,0.0008070901967585087,0.0,0.0007949711289256811,0.0,0.0,0.000823464710265398,0.0,0.0,0.0,0.0008009259472601116,0.0,0.0,0.000815072562545538,0.0,0.0008388987043872476,0.0,0.0
CDK18,0.0,0.0008277775486931205,0.0008164549362845719,0.0,0.0,0.0,0.0008366232505068183,0.0008183754980564117,0.0007897550822235644,0.0008105561719276011,0.0,0.0007866140804253519,0.0,0.0008484251447953284,0.0,0.0,0.0,0.0008261027396656573,0.0
PDPK1,0.0,0.0008261663606390357,0.0008296696469187737,0.0,0.0008035243954509497,0.0,0.0008358554332517087,0.0008143337909132242,0.0,0.0008116101380437613,0.0,0.0007671231869608164,0.0008289534598588943,0.0,0.0,0.0,0.0008372733136638999,0.000832541030831635,0.0008364429231733084
IL18,0.0008300816407427192,0.0008431250462308526,0.0008283453062176704,0.0008360422216355801,0.0,0.0008550243219360709,0.0,0.0008302475907839835,0.0008100714185275137,0.0,0.0,0.0008315672748722136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF2,0.0,0.0,0.0008414246258325875,0.0,0.0,0.0008548555197194219,0.0,0.0008345397654920816,0.0,0.0,0.0008041667169891298,0.0008095495868474245,0.0,0.0,0.0008874998893588781,0.0,0.0,0.0008047494338825345,0.0
KITLG,0.0,0.0008391885785385966,0.0,0.0,0.0008254417916759849,0.0,0.0,0.0008336905157193542,0.0,0.0,0.0,0.0008306216332130134,0.0008526330348104239,0.0,0.0,0.0008817112538963556,0.0008884322596713901,0.0,0.0008464260608889163
SMPD1,0.0,0.0008661635220050812,0.0008603859459981322,0.0,0.0008307863026857376,0.0008899166132323444,0.0008693570271134377,0.0008411266608163714,0.0008584975730627775,0.0,0.0,0.0008517386741004884,0.0008639766601845622,0.0,0.0009420854621566832,0.0,0.0,0.0,0.0008774801972322166
SORBS2,0.0008652448304928839,0.0008590127108618617,0.000847691495437175,0.0,0.0008414062322117388,0.0,0.0008753794245421886,0.0008804840035736561,0.0,0.0008730573463253677,0.0008544760057702661,0.000857263570651412,0.0008825104450806975,0.0009059524163603783,0.0,0.0008994933450594544,0.0008829947328194976,0.0,0.0
SIRT1,0.0,0.0,0.0,0.0008436901262030005,0.0008702240884304047,0.0008895372156985104,0.0009152206475846469,0.0008874292252585292,0.0,0.0,0.0008697698940522969,0.00085324642714113,0.0,0.0009921257151290774,0.0,0.0009158566244877875,0.0,0.0008786693797446787,0.0
HGF,0.0,0.0,0.0,0.0009297274518758059,0.0,0.0,0.0,0.000891108182258904,0.0,0.0009077178547158837,0.0008967791218310595,0.0,0.0,0.0,0.0008947187452577055,0.0,0.0,0.0008651661337353289,0.0009164842776954174
ANGPTL4,0.0,0.0009087437647394836,0.0008592382073402405,0.0,0.0,0.0009339823154732585,0.0,0.0008969921618700027,0.0,0.000918645178899169,0.0,0.0009438917622901499,0.0,0.0009503042092546821,0.0,0.0,0.0009103599586524069,0.0,0.0
GEM,0.0,0.0009376372909173369,0.0,0.0009263839456252754,0.0,0.0009238520869985223,0.0,0.0009211924625560641,0.0,0.0009262535022571683,0.0,0.0,0.0,0.0009911340894177556,0.0,0.0,0.0009941236348822713,0.0,0.0
BMP2,0.0,0.0009528988739475608,0.0,0.0,0.0,0.0,0.0,0.0009567640372551978,0.0009198089828714728,0.0,0.0,0.0008760920609347522,0.0,0.0,0.0009571125847287476,0.0,0.0,0.0,0.0
ANGPT1,0.0,0.0009448178461752832,0.0,0.0,0.0,0.0,0.0,0.0009432396036572754,0.0,0.000981178949587047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009258648497052491,0.0
CDKN2AIP,0.0009718548390083015,0.0009734365157783031,0.0009561131009832025,0.0009521616739220917,0.0009052317473106086,0.0,0.0009582304046489298,0.0009451985242776573,0.0009245278779417276,0.0,0.0009702624520286918,0.0009404238080605865,0.0009459947468712926,0.0009895203402265906,0.0010010600090026855,0.0,0.0010115946643054485,0.0009560189209878445,0.0
CCL4,0.0009649365674704313,0.0009729581070132554,0.0009336377843283117,0.0009746845462359488,0.0009311450412496924,0.001014474662952125,0.0009149829857051373,0.0009621913195587695,0.0009337182273156941,0.0,0.0009819900151342154,0.0,0.0,0.0,0.000968117150478065,0.0,0.0,0.0,0.0
BRAF,0.0,0.0009462906746193767,0.0,0.0,0.0,0.0,0.0009368104510940611,0.0009498142753727734,0.0,0.0,0.0,0.0009973165579140186,0.0,0.0,0.0,0.0,0.0,0.0009502780740149319,0.0
IRF5,0.0009816900128498673,0.0,0.000979467062279582,0.0009998212335631251,0.0009385746670886874,0.0,0.0,0.0,0.0009676966583356261,0.0,0.0009442613809369504,0.0,0.0,0.0,0.0,0.0,0.0010165279963985085,0.0,0.0
ADCK5,0.0,0.001059359754435718,0.0,0.0,0.0009978716261684895,0.0010299019049853086,0.0,0.001004112302325666,0.0009929361985996366,0.0,0.0009664280223660171,0.0009705564007163048,0.0,0.0,0.0,0.0,0.0009863302111625671,0.0,0.0
PDZD2,0.0,0.001013902947306633,0.0010073204757645726,0.0,0.0,0.0010383138433098793,0.0,0.0,0.0009894800605252385,0.0,0.0,0.0010284751188009977,0.0010022430215030909,0.0,0.0,0.0,0.0,0.0,0.0
SFN,0.0010938752675428987,0.0010334635153412819,0.001020620227791369,0.0,0.0,0.0,0.0,0.0010053139412775636,0.0,0.0,0.0,0.0,0.0,0.0010315233375877142,0.0010287592886015773,0.0,0.0,0.0,0.0
IGF1,0.001069743069820106,0.0011010257294401526,0.0,0.0,0.0,0.0,0.0,0.0010594321647658944,0.0,0.0,0.0011012087343260646,0.0,0.0,0.0,0.0011721279006451368,0.0,0.0,0.0,0.0
ACLY,0.0,0.001079115434549749,0.0010685224551707506,0.0010879141045734286,0.0,0.0,0.0011446492280811071,0.0010916715255007148,0.001072366489097476,0.0,0.0011082523269578815,0.0,0.001115195220336318,0.0,0.0,0.0,0.0,0.0,0.0
STK32C,0.0,0.0,0.0010930421994999051,0.0011502064298838377,0.0010769369546324015,0.0,0.0,0.0011116754030808806,0.0011345726670697331,0.001132422941736877,0.0011410018196329474,0.0011305204825475812,0.0,0.0,0.0,0.0,0.001162477768957615,0.0,0.0011292737908661366
UBTD1,0.001201607403345406,0.0011286984663456678,0.0011337355244904757,0.0,0.0,0.0,0.0,0.0011006571585312486,0.0011113109067082405,0.0,0.0,0.0011554625816643238,0.0,0.0011630355147644877,0.0,0.0,0.0011330466950312257,0.0,0.0
TACC3,0.0,0.00120775424875319,0.0,0.0,0.0011191681260243058,0.0,0.0011397880734875798,0.0011641199234873056,0.0011307478416711092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011387310223653913,0.0
TRIM28,0.0,0.0011403567623347044,0.0,0.0011716517619788647,0.001160072279162705,0.0,0.0011717657325789332,0.001143830013461411,0.0,0.0011867793509736657,0.0,0.0011469232849776745,0.001147539122030139,0.0,0.0,0.0,0.0,0.0,0.0
PIAS4,0.0,0.0,0.0,0.0,0.00112799066118896,0.001180376042611897,0.0,0.0,0.0011519725667312741,0.0,0.0,0.0,0.001126116723753512,0.001233148854225874,0.0,0.0,0.0,0.0,0.0
ICAM3,0.0,0.0,0.0,0.0,0.0011797576444223523,0.0,0.0,0.0011588786728680134,0.0,0.0,0.0011621470330283046,0.0,0.0,0.0,0.001169060356914997,0.0,0.0,0.0,0.0
IGFBP6,0.0,0.0012240852229297161,0.0,0.0012115876888856292,0.0011269091628491879,0.0012191343121230602,0.0,0.001210880116559565,0.0,0.0012090846430510283,0.0,0.0012200991623103619,0.0,0.0,0.0,0.0012563136406242847,0.0,0.0012289234437048435,0.0
FBXO31,0.0,0.001177711528725922,0.0,0.0,0.0011605722829699516,0.0,0.0012145431246608496,0.0012225478421896696,0.0,0.001251322217285633,0.0011826930567622185,0.001192575553432107,0.0012518175644800067,0.0,0.0013421418843790889,0.0,0.0012635559542104602,0.0,0.0
PTGER2,0.0012812345521524549,0.0,0.0,0.0012750596506521106,0.0011881812242791057,0.0,0.0012707340065389872,0.0012621425557881594,0.0,0.0,0.001312554581090808,0.0,0.0,0.0,0.0,0.0,0.0012512888060882688,0.0,0.0
CDKN1C,0.0,0.0,0.0,0.0,0.0,0.001279227901250124,0.0,0.0012589985271915793,0.0,0.0,0.0,0.0,0.0012904420727863908,0.0,0.0,0.0,0.0,0.0012559440219774842,0.0
CXCL1,0.0,0.001248003332875669,0.0012364060385152698,0.0,0.0,0.001328444224782288,0.0,0.001245118910446763,0.0,0.0,0.0,0.0,0.0,0.0013383172918111086,0.0,0.001281391247175634,0.0012977584265172482,0.0,0.0
ALOX15B,0.0,0.0013021586928516626,0.0,0.0,0.0,0.0,0.0,0.0,0.0012599534820765257,0.0,0.0,0.0012600707123056054,0.0,0.0,0.0012752661714330316,0.0,0.0,0.0,0.0
NRG1,0.0,0.0,0.001289364299736917,0.0012981973122805357,0.001330949948169291,0.0013294756645336747,0.0013682309072464705,0.0013375825947150588,0.0,0.0,0.0,0.0013181348331272602,0.0,0.0,0.0,0.0,0.0014012707397341728,0.0,0.0
PAPPA,0.001361160771921277,0.0,0.0,0.0,0.0,0.0,0.0,0.0013260568957775831,0.0,0.0,0.0,0.0,0.0,0.0,0.0013337385607883334,0.0,0.0,0.0,0.0
PLAT,0.0,0.0,0.0,0.0,0.0,0.0014653641264885664,0.0,0.0014342955546453595,0.0,0.0,0.0014402298256754875,0.0,0.0014757399912923574,0.001561356009915471,0.0,0.0,0.0,0.0014008221914991736,0.0
PNPT1,0.0,0.001476110308431089,0.0,0.0,0.0,0.0,0.0,0.0014652407262474298,0.0013400185853242874,0.0,0.0014810365391895175,0.0014351041754707694,0.0,0.0,0.0,0.0014926674775779247,0.001537473639473319,0.0014504403807222843,0.0
TNFRSF11B,0.0,0.0014734691940248013,0.0,0.0015012531075626612,0.0,0.0014688125811517239,0.0,0.0,0.0,0.001502929488196969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.0,0.0,0.0,0.0015315854689106345,0.0,0.0,0.0,0.0015810740878805518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.0,0.0,0.0,0.0015315854689106345,0.0,0.0,0.0,0.0015810740878805518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIK1L,0.001617882400751114,0.0015309774316847324,0.0,0.0,0.0016120768850669265,0.0,0.0,0.0015598698519170284,0.0,0.0,0.0016463290667161345,0.0015148669481277466,0.0015794760547578335,0.0016464568907395005,0.0,0.0,0.0,0.0,0.0015475346008315682
WNT2,0.0,0.0015832963399589062,0.0,0.0016354303807020187,0.0,0.0016184805426746607,0.0,0.001583330798894167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU5F1,0.0,0.0017447370337322354,0.0017264318885281682,0.0,0.0016701013082638383,0.0,0.0017862179083749652,0.001728388131596148,0.001737580168992281,0.0,0.001727241207845509,0.0017616220284253359,0.0017620716243982315,0.0,0.0,0.0,0.0017660680459812284,0.0017105296719819307,0.0017772091086953878
IL7,0.0,0.0017473308835178614,0.001691781566478312,0.0,0.001667533884756267,0.0,0.0017370637506246567,0.0017215822590515018,0.0016554396133869886,0.0,0.0,0.0017520235851407051,0.0,0.0,0.0,0.0018018754199147224,0.0017628463683649898,0.0,0.0017744689248502254
IGFBP3,0.0,0.001701756613329053,0.0016851761611178517,0.0016552845481783152,0.0,0.0017736301524564624,0.0,0.0,0.0,0.0017257402651011944,0.0,0.0,0.0017614816315472126,0.0018289211438968778,0.001754537457600236,0.0,0.0017613883828744292,0.0,0.0
ING1,0.0,0.0017914767377078533,0.001757008139975369,0.0,0.0017877016216516495,0.0,0.0,0.0017768110847100616,0.0017739523900672793,0.0,0.001863818266429007,0.0018018573755398393,0.0017979275435209274,0.0,0.0,0.0019183432450518012,0.0018541086465120316,0.0018001925200223923,0.0018315906636416912
UBASH3A,0.0,0.0,0.0,0.0,0.0018150067189708352,0.0,0.0,0.0,0.0,0.0,0.0,0.0018002715660259128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1A3,0.0,0.0,0.0017308504320681095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018105939961969852,0.0,0.0021120815072208643,0.0,0.0,0.0018063466995954514,0.0,0.0
ANG,0.0018627048702910542,0.0018781733233481646,0.0,0.0018686320399865508,0.001759936916641891,0.0,0.0,0.001830497058108449,0.0,0.0,0.0,0.001790313865058124,0.0018475933466106653,0.001955953659489751,0.0,0.0018963839393109083,0.0018834074726328254,0.0,0.0
CCL3,0.002077297307550907,0.002094566123560071,0.0,0.0,0.0018949833465740085,0.0,0.0021522517781704664,0.0,0.0,0.0,0.0,0.0,0.0020451596938073635,0.0,0.002367198234423995,0.0,0.0,0.0,0.0
SPP1,0.0021560033783316612,0.0,0.0,0.0021114822011440992,0.0,0.0020867460407316685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREG,0.0,0.0021713089663535357,0.002077150624245405,0.0021397981327027082,0.0022280607372522354,0.0,0.0021806482691317797,0.0021504845935851336,0.0,0.0,0.002169598825275898,0.0,0.0,0.0,0.0,0.0,0.0021107911597937346,0.0,0.0
NDN,0.0,0.002137107076123357,0.0,0.0,0.0,0.0,0.0,0.0021100048907101154,0.0,0.002182843629270792,0.0,0.0,0.0021438824478536844,0.0024018846452236176,0.0,0.0,0.0,0.0,0.0
CXCL3,0.0021988144144415855,0.002201472409069538,0.0,0.0022494851145893335,0.0,0.002260009292513132,0.0021740254014730453,0.0,0.0021495423279702663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE2,0.0,0.0,0.0022467540111392736,0.0,0.0,0.0,0.0,0.002202114323154092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,0.0022327506449073553,0.0,0.0,0.002231663092970848,0.0,0.0,0.0022542886435985565,0.0,0.0,0.002347176196053624,0.0021058651618659496,0.0,0.0,0.0023269164375960827,0.0024521842133253813,0.0023377188481390476,0.0,0.0,0.0
CBX8,0.0,0.0,0.002306845039129257,0.002431565895676613,0.0022553657181560993,0.002359872218221426,0.002368396380916238,0.002335155848413706,0.002248118631541729,0.0023883143439888954,0.0,0.0022519370540976524,0.002328816568478942,0.0,0.0024386716540902853,0.0,0.002403376391157508,0.0,0.0023803128860890865
TLR3,0.0,0.002509114798158407,0.0,0.0,0.0,0.0,0.0,0.002457498572766781,0.0,0.0,0.0,0.0,0.0,0.0026217345148324966,0.0,0.0,0.0,0.0,0.0
HSPA2,0.002563171088695526,0.0,0.0,0.0025625969283282757,0.00243167532607913,0.0025933850556612015,0.0,0.002504211850464344,0.0025522580835968256,0.0025896956212818623,0.0,0.0,0.0026125959120690823,0.0027214838191866875,0.002507702447474003,0.0,0.0,0.0,0.0
IL15,0.0,0.002576675731688738,0.0,0.002580800326541066,0.002421498531475663,0.0,0.0025965452659875154,0.0025952679570764303,0.0025554175954312086,0.0026087178848683834,0.0,0.002615253673866391,0.0026221463922411203,0.002733831526711583,0.0,0.0,0.002649789908900857,0.0,0.0
E2F1,0.0,0.0028984714299440384,0.0,0.0,0.0027265849057585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028994991444051266,0.0,0.0,0.0,0.0,0.0,0.0028756088577210903
CXCR2,0.0,0.0,0.0,0.0026735016144812107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029618660919368267,0.0,0.0,0.0,0.0
MAP2K6,0.0,0.0,0.0028438731096684933,0.0027987987268716097,0.0026909285224974155,0.0028835353441536427,0.0028538100887089968,0.00282869185321033,0.0027683679945766926,0.0,0.0,0.002836610423400998,0.0,0.0,0.0,0.0,0.002923651598393917,0.0,0.0
IGSF3,0.0,0.0028908594977110624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028354311361908913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP63,0.0,0.0028951927088201046,0.00280781090259552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002929622307419777,0.0029264851473271847,0.0,0.0,0.0,0.0
CCL8,0.003017123555764556,0.0028636325150728226,0.0,0.0,0.0,0.0,0.002923587802797556,0.0,0.0,0.0,0.0,0.0,0.0029508122242987156,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,0.002933817682787776,0.0,0.0,0.0,0.0,0.002879699459299445,0.0029425297398120165,0.0028629328589886427,0.0,0.0,0.0,0.0,0.0,0.0,0.0030606230720877647,0.0,0.0,0.0,0.0
MMP9,0.0030403509736061096,0.0,0.0,0.0029450305737555027,0.0,0.0030871243216097355,0.0,0.0,0.0030413137283176184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX2,0.0,0.0,0.0031225248239934444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003346953773871064,0.0,0.0,0.0031874829437583685,0.0,0.0
PTGES,0.0,0.003753925673663616,0.0,0.0,0.0,0.0,0.0,0.0036303491797298193,0.0,0.0,0.0,0.0037358400877565145,0.0,0.003918243572115898,0.0,0.0,0.0,0.003723499597981572,0.0
PROX1,0.0,0.0,0.0,0.0,0.0,0.003767601680010557,0.003784825326874852,0.0035879630595445633,0.0,0.0,0.003742452710866928,0.003794347634539008,0.0,0.003976441919803619,0.0,0.003784513333812356,0.0,0.0,0.0
PGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003676975378766656,0.0,0.0,0.0,0.0,0.0,0.0,0.004063053987920284,0.0,0.0,0.0036963389720767736,0.0
CCL24,0.0,0.003952304366976023,0.0,0.003929694648832083,0.0036307659465819597,0.0,0.0,0.004029401112347841,0.0038023018278181553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2A,0.0,0.0,0.004100790712982416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004067162983119488,0.0,0.0,0.0,0.0,0.004106341861188412,0.0,0.0
CXCL14,0.004184860736131668,0.0,0.0,0.0,0.0,0.0,0.0,0.00412751454859972,0.0,0.0,0.0,0.004111365415155888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLK,0.0,0.0,0.0,0.0,0.0041408780962228775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,0.0,0.0042693098075687885,0.0,0.004269180353730917,0.0038929563015699387,0.0,0.0,0.004198170267045498,0.0,0.0,0.0,0.0,0.0,0.0043643927201628685,0.0,0.0,0.0,0.0,0.0
PTTG1,0.0,0.0,0.0,0.0,0.004375739023089409,0.0,0.0,0.0,0.004571499302983284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPYL5,0.0,0.004426056984812021,0.0,0.004493685904890299,0.0,0.004473243840038776,0.004320698790252209,0.004312220960855484,0.0,0.0,0.0,0.0,0.004495920613408089,0.004621328320354223,0.0,0.004558178596198559,0.0,0.0,0.004500909708440304
TNFRSF10C,0.0,0.0,0.004402827471494675,0.0,0.0,0.0,0.0,0.004464076831936836,0.004514525178819895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,0.0,0.0046543856151402,0.0,0.0,0.004314976278692484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EREG,0.004934790078550577,0.005046266131103039,0.00488592404872179,0.005088202189654112,0.0,0.0,0.004816427826881409,0.004963657818734646,0.0048133330419659615,0.005038158502429724,0.005102301482111216,0.004868384916335344,0.0,0.0,0.0,0.0,0.004913714248687029,0.0,0.0
IL1A,0.0,0.0,0.0,0.0,0.005171609111130238,0.0,0.005354449152946472,0.005153384990990162,0.005144214257597923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEK1,0.0,0.0,0.0,0.0,0.005404796916991472,0.0,0.0,0.005531012080609798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057289176620543,0.0,0.0
ESM1,0.0,0.0,0.0,0.0,0.00543119665235281,0.00562837952747941,0.0056031011044979095,0.005821721162647009,0.0,0.0,0.0,0.0055933366529643536,0.00571301719173789,0.0,0.0,0.0,0.0,0.0,0.005695812404155731
TFAP4,0.0,0.005960842128843069,0.0,0.005568168591707945,0.005835564341396093,0.0,0.005897211842238903,0.005895928479731083,0.005589215084910393,0.005832113791257143,0.005564853549003601,0.005605374462902546,0.005812222138047218,0.0,0.0,0.0,0.005687331315129995,0.0,0.0
DKK1,0.0,0.007646691054105759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007971382699906826,0.0,0.007627952378243208,0.0,0.0,0.0,0.0,0.0,0.0,0.007752710487693548
CDKN2A,0.0,0.0,0.0,0.008246558718383312,0.007664198521524668,0.008339200168848038,0.0,0.008098218590021133,0.00798940472304821,0.0,0.00822354294359684,0.007851922884583473,0.0,0.0,0.0,0.0,0.008526482619345188,0.0,0.0
IFNG,0.0,0.0,0.0,0.0,0.008144039660692215,0.0,0.0,0.0,0.0,0.0,0.0,0.008275793865323067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,0.0,0.0,0.0,0.0,0.008144039660692215,0.0,0.0,0.0,0.0,0.0,0.0,0.008275793865323067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC13A3,0.0,0.008729170076549053,0.0,0.0,0.0,0.0,0.00813133455812931,0.008381778374314308,0.0,0.0,0.0,0.0,0.008530478924512863,0.0,0.0,0.0,0.008438141085207462,0.0,0.008303429931402206
